,Player ID
403,1626169
404,200757
405,1626171
406,1626172
407,200765
408,1626174
409,1626170
410,200768
411,1626176
412,1626178
413,1626179
414,200770
415,1626181
416,200771
417,1626183
418,1626184
419,1626185
420,1626177
421,1626187
422,1626188
423,200779
424,200782
425,1626191
426,1626192
427,1626195
428,1626196
429,1626199
430,200794
431,1626203
432,1626204
433,1626202
434,1626209
435,1626210
436,200811
437,1626220
438,1626224
439,200826
440,1626242
441,1626245
442,1626246
443,1626251
444,1626253
445,1626254
446,1626257
447,1626259
448,1626273
449,201142
450,201143
451,201144
452,201145
453,201147
454,201148
455,201149
456,201150
457,201152
458,201155
459,201156
460,201158
461,201160
462,201162
463,201163
464,201166
465,201167
466,201168
467,201171
468,201177
469,201188
470,201196
471,201202
472,201228
473,201229
474,201281
475,1626780
476,201563
477,201564
478,201565
479,201566
480,201567
481,201568
482,201569
483,201571
484,201572
485,201573
486,201574
487,201575
488,201577
489,201578
490,201579
491,201580
492,201581
493,201582
494,201583
495,201584
496,201585
497,201586
498,201587
499,201588
500,201589
501,201593
502,201596
503,201599
504,201600
505,201601
506,201609
507,201619
508,201627
509,201628
510,1627098
511,1627215
512,201933
513,201935
514,201936
515,201937
516,201939
517,201941
518,201942
519,201943
520,201945
521,201946
522,201949
523,201950
524,201951
525,201952
526,201954
527,1627362
528,201956
529,201959
530,201960
531,201961
532,201962
533,201965
534,201967
535,201973
536,201975
537,201976
538,201977
539,201978
540,201980
541,1627395
542,201988
543,202066
544,202083
545,202087
546,202322
547,202323
548,1627732
549,202325
550,1627733
551,202327
552,1627735
553,202324
554,1627734
555,202326
556,202332
557,1627736
558,1627737
559,202335
560,202330
561,202337
562,202338
563,1627739
564,202331
565,202341
566,1627741
567,1627742
568,202344
569,1627745
570,1627747
571,202339
572,1627749
573,1627750
574,1627751
575,1627752
576,1627756
577,202347
578,1627759
579,1627758
580,1627761
581,202348
582,1627763
583,202355
584,202357
585,1627738
586,1627767
587,1627762
588,202362
589,1627770
590,1627772
591,1627771
592,1627774
593,1627775
594,1627740
595,1627777
596,1627778
597,1627779
598,1627780
599,1627781
600,1627782
601,1627783
602,1627784
603,1627785
604,1627786
605,1627788
606,1627789
607,1627790
608,202379
609,1627743
610,1627787
611,1627744
612,202389
613,202388
614,202391
615,202397
616,1627746
617,1627812
618,1627814
619,1627815
620,1627748
621,1627817
622,1627816
623,202407
624,1627819
625,1627820
626,1627821
627,202412
628,1627823
629,1627824
630,1627826
631,1627827
632,1627832
633,1627834
634,1627835
635,1627753
636,1627846
637,1627754
638,1627848
639,1627849
640,1627850
641,1627755
642,1627852
643,1627853
644,1627854
645,1627855
646,1627856
647,1627851
648,1627858
649,1627757
650,1627863
651,1627868
652,1627875
653,1627883
654,1627884
655,1627885
656,202498
657,1627936
658,1627773
659,1627982
660,1627988
661,1628021
662,1628035
663,203100
664,1628070
665,1626173
666,202681
667,202682
668,202683
669,202684
670,202685
671,1626175
672,202687
673,202688
674,202689
675,202690
676,202691
677,202692
678,202693
679,202694
680,202695
681,202696
682,202697
683,202699
684,202700
685,202702
686,202703
687,202704
688,202705
689,202706
690,202708
691,202709
692,202710
693,202711
694,202713
695,202714
696,202718
697,202720
698,202722
699,202726
700,202730
701,202732
702,202734
703,202738
704,202779
705,1628221
706,1628249
707,202918
708,202933
709,202954
710,1628365
711,1628366
712,1628367
713,1628368
714,1628369
715,1628370
716,1628371
717,1628372
718,1628373
719,1628374
720,202962
721,1628378
722,1628379
723,1628380
724,1628381
725,1628382
726,1628383
727,1628384
728,1628385
729,1628386
730,1628387
731,1628388
732,1628389
733,1628390
734,1628391
735,1628392
736,1628393
737,1628394
738,1628395
739,1628396
740,1628397
741,1628398
742,1628399
743,1628400
744,1628401
745,1628402
746,1628403
747,1628404
748,1628405
749,1628407
750,1628408
751,1628409
752,1628410
753,1628411
754,1628412
755,1628413
756,1628414
757,1628415
758,1628416
759,1628417
760,1628418
761,1628420
762,1628421
763,1628422
764,1628424
765,1628425
766,1628426
767,1628427
768,1628429
769,1628430
770,1628432
771,1628436
772,1628439
773,1628443
774,1628444
775,1628449
776,1628455
777,1628462
778,1628463
779,1628464
780,1628467
781,1628469
782,1628470
783,1628476
784,203076
785,203077
786,203078
787,203079
788,203080
789,203081
790,203082
791,203083
792,203084
793,1628493
794,203085
795,1628495
796,203086
797,203087
798,203088
799,1628499
800,1628500
801,203089
802,1628502
803,203095
804,1628503
805,1628505
806,203090
807,203092
808,203093
809,203094
810,1628510
811,203096
812,203098
813,1628513
814,203101
815,203107
816,203104
817,203109
818,203110
819,1628518
820,203112
821,203105
822,203114
823,203115
824,203118
825,203120
826,203121
827,203124
828,1628537
829,1628539
830,203135
831,203138
832,203141
833,203143
834,203145
835,203148
836,203156
837,1628571
838,1628578
839,203186
840,203187
841,203200
842,203210
843,1628656
844,203263
845,203268
846,1628681
847,1628778
848,203382
849,203457
850,203458
851,203459
852,203460
853,203462
854,203463
855,203464
856,203468
857,203469
858,203471
859,203473
860,203476
861,203477
862,203481
863,203482
864,203484
865,203485
866,203486
867,203487
868,203488
869,203490
870,203493
871,203496
872,203497
873,203498
874,203499
875,203500
876,203501
877,203503
878,203504
879,203506
880,203507
881,203508
882,203512
883,203516
884,203518
885,203521
886,203524
887,203526
888,1628935
889,203527
890,203530
891,203546
892,1628959
893,1628960
894,203552
895,1628962
896,1628963
897,1628964
898,1628961
899,1628966
900,1628968
901,1628969
902,1628970
903,1628971
904,203564
905,1628972
906,1628973
907,1628975
908,1628976
909,1628977
910,1628978
911,1628979
912,1628980
913,1628981
914,1628982
915,1628983
916,1628984
917,1628985
918,1628987
919,203580
920,1628988
921,1628989
922,1628990
923,1628991
924,203584
925,203585
926,1628993
927,1628995
928,1628997
929,1628998
930,1628994
931,1628999
932,1629001
933,1629002
934,1629003
935,1629004
936,1629006
937,1629007
938,1629008
939,1629010
940,1629011
941,1629012
942,1629013
943,1629014
944,1629015
945,1629016
946,1629017
947,1629018
948,1629019
949,1629020
950,203613
951,1629021
952,1629022
953,1629023
954,1629026
955,1629027
956,1629028
957,1629029
958,1629033
959,1629034
960,1629035
961,1629045
962,1629048
963,1629052
964,1629053
965,1629055
966,1629056
967,1629057
968,1629058
969,1629059
970,203648
971,1629061
972,1629060
973,1629065
974,1629066
975,1629067
976,203658
977,1629076
978,1629083
979,1629091
980,1629094
981,203687
982,1629102
983,1629103
984,1629109
985,1629111
986,203705
987,1629116
988,1629117
989,1629118
990,203710
991,1629121
992,1629122
993,1629123
994,1629126
995,1629129
996,1629130
997,1629133
998,1629134
999,1629139
1000,1629140
1001,1629147
1002,1629151
1003,1629162
1004,1629164
1005,1629168
1006,1629185
1007,1629203
1008,203798
1009,1629216
1010,1629234
1011,1629244
1012,203894
1013,203895
1014,203897
1015,203898
1016,1629308
1017,203901
1018,203900
1019,203903
1020,1629312
1021,203902
1022,203906
1023,203909
1024,203912
1025,203914
1026,203915
1027,203917
1028,203918
1029,203919
1030,203920
1031,203921
1032,203922
1033,203923
1034,203924
1035,203925
1036,203926
1037,203930
1038,203932
1039,203933
1040,1629341
1041,203935
1042,203934
1043,203937
1044,1629346
1045,203939
1046,203940
1047,203943
1048,203944
1049,1629353
1050,203946
1051,203948
1052,203949
1053,203952
1054,203953
1055,203954
1056,203955
1057,203956
1058,203957
1059,203960
1060,203961
1061,203962
1062,203963
1063,203967
1064,203991
1065,203992
1066,203994
1067,203995
1068,203996
1069,203998
1070,203999
1071,204001
1072,204002
1073,204014
1074,204020
1075,204022
1076,204025
1077,204028
1078,204037
1079,204038
1080,204060
1081,204065
1082,204066
1083,204067
1084,204098
1085,1629541
1086,1629597
1087,1629598
1088,1629599
1089,1629603
1090,1629604
1091,1629605
1092,1629607
1093,1629608
1094,1629610
1095,1629611
1096,1629614
1097,1629617
1098,1629618
1099,1629619
1100,1629621
1101,1629622
1102,1629623
1103,1629624
1104,1629625
1105,1629626
1106,1629627
1107,1629628
1108,1629629
1109,1629630
1110,1629631
1111,1629632
1112,1629633
1113,1629634
1114,1629635
1115,1629636
1116,1629637
1117,1629638
1118,1629639
1119,1629640
1120,1629641
1121,1629642
1122,1629643
1123,1629644
1124,1629645
1125,1629646
1126,1629647
1127,1629648
1128,1629649
1129,1629650
1130,1629651
1131,1629652
1132,1629653
1133,1629655
1134,1629656
1135,1629657
1136,1629658
1137,1629659
1138,1629660
1139,1629661
1140,1629662
1141,1629663
1142,1629665
1143,1629667
1144,1629669
1145,1629670
1146,1629671
1147,1629672
1148,1629673
1149,1629674
1150,1629675
1151,1629676
1152,1629677
1153,1629678
1154,1629680
1155,1629681
1156,1629682
1157,1629683
1158,1629684
1159,1629685
1160,1629686
1161,1629690
1162,1629712
1163,1629713
1164,1629714
1165,1629716
1166,1629717
1167,1629718
1168,1629719
1169,1629723
1170,1629724
1171,1629725
1172,1629726
1173,1629729
1174,1629730
1175,1629731
1176,1629734
1177,1629735
1178,1629738
1179,1629739
1180,1629740
1181,1629741
1182,1629743
1183,1629744
1184,1629745
1185,1629750
1186,1629752
1187,1629760
1188,1629833
1189,204456
1190,1629875
1191,1629962
1192,1630162
1193,1630163
1194,1630164
1195,1630165
1196,1630166
1197,1630167
1198,1630168
1199,1630169
1200,1630170
1201,1630171
1202,1630172
1203,1630173
1204,1630174
1205,1630175
1206,1630176
1207,1630177
1208,1630178
1209,1630179
1210,1630180
1211,1630181
1212,1630182
1213,1630183
1214,1630184
1215,1630185
1216,1630186
1217,1630187
1218,1630188
1219,1630189
1220,1630190
1221,1630191
1222,1630192
1223,1630193
1224,1630194
1225,1630195
1226,1630197
1227,1630198
1228,1630199
1229,1630200
1230,1630201
1231,1630202
1232,1630203
1233,1630204
1234,1630205
1235,1630206
1236,1630207
